fips,pollutant,year,pred_wght,state_abbr,lat,lon
49017,o3,2004,57.299544682908,UT,37.761851450116,-112.088923433875
49019,o3,2004,53.904664802168,UT,38.569099598916,-109.530232411924
49021,o3,2004,56.4595926261292,UT,37.7091593852219,-113.073797045253
49023,o3,2004,57.8807317782549,UT,39.7503682119852,-111.894820124927
49025,o3,2004,56.4537021052632,UT,37.1148368701754,-112.425845052632
49027,o3,2004,57.2902780932576,UT,39.2146051027753,-112.495065344317
49029,o3,2004,58.1822010877601,UT,41.073209483578,-111.718139613476
49031,o3,2004,58.2286688303342,UT,38.2884787917738,-112.208066195373
49033,o3,2004,58.1786053886926,UT,41.7668911219081,-111.279030477032
49035,o3,2004,53.8277622094779,UT,40.6463220871068,-111.922750444566
49037,o3,2004,54.5766745965007,UT,37.5238815271938,-109.520258849858
49039,o3,2004,58.4389287362519,UT,39.3805494536698,-111.60655510028
49041,o3,2004,57.1869837804057,UT,38.7747415152389,-112.041913902509
49043,o3,2004,59.3767616699703,UT,40.7278118957163,-111.47074911904
49045,o3,2004,55.3147679806933,UT,40.5607820553781,-112.379282575836
49047,o3,2004,56.5870718454646,UT,40.4264818982448,-109.597110807659
49049,o3,2004,55.1163589719764,UT,40.2723486568944,-111.731664994076
49051,o3,2004,59.2705170973226,UT,40.5056975478113,-111.412290182745
49053,o3,2004,56.8483771748181,UT,37.1351630409441,-113.51971034283
49055,o3,2004,61.5468992080634,UT,38.3616346652268,-111.467329013679
49057,o3,2004,53.1097596412323,UT,41.2246134542199,-111.990295654656
49001,o3,2005,59.2836244682456,UT,38.2997093980993,-112.776410318298
49003,o3,2005,56.3154423791896,UT,41.5910270435218,-112.099936388194
49005,o3,2005,55.5805059402074,UT,41.7443369753941,-111.840606368059
49007,o3,2005,57.5448580993319,UT,39.6016290379853,-110.777271924497
49009,o3,2005,56.3136449480642,UT,40.9678584513692,-109.646155807365
49011,o3,2005,56.8043256386245,UT,41.0195707346996,-111.958836533661
49013,o3,2005,56.9896548503251,UT,40.2894083194497,-110.16534938464
49015,o3,2005,60.6191890579446,UT,39.2160518586006,-110.9253240707
49017,o3,2005,58.1268652938902,UT,37.761851450116,-112.088923433875
49019,o3,2005,54.3250528780488,UT,38.569099598916,-109.530232411924
49021,o3,2005,58.8545029634123,UT,37.7091593852219,-113.073797045253
49023,o3,2005,58.7054487019325,UT,39.7503682119852,-111.894820124927
