fips,pollutant,year,pred_wght,state_abbr,lat,lon
49,co,1990,0.884035602080767,UT,40.4013593781217,-111.923472888706
49,co,1991,0.923239789294012,UT,40.4013593781217,-111.923472888706
49,co,1992,0.88087674255007,UT,40.4013593781217,-111.923472888706
49,co,1993,0.722609485965349,UT,40.4013593781217,-111.923472888706
49,co,1994,0.719853455206165,UT,40.4013593781217,-111.923472888706
49,co,1995,0.861841260827893,UT,40.4013593781217,-111.923472888706
49,co,1996,0.729718861374406,UT,40.4013593781217,-111.923472888706
49,co,1997,0.705867898940911,UT,40.4013593781217,-111.923472888706
49,co,1998,0.58025330909705,UT,40.4013593781217,-111.923472888706
49,co,1999,0.702338715487656,UT,40.4013593781217,-111.923472888706
49,co,2000,0.556291386073733,UT,40.4013593781217,-111.923472888706
49,co,2001,0.549934035832895,UT,40.4013593781217,-111.923472888706
49,co,2002,0.473353523823965,UT,40.4013593781217,-111.923472888706
49,co,2003,0.533232416831019,UT,40.4013593781217,-111.923472888706
49,co,2004,0.462788382638569,UT,40.4013593781217,-111.923472888706
49,co,2005,0.466262919891747,UT,40.4013593781217,-111.923472888706
49,co,2006,0.394415340055031,UT,40.4013593781217,-111.923472888706
49,co,2007,0.403935236338343,UT,40.4013593781217,-111.923472888706
49,co,2008,0.386282679089036,UT,40.4013593781217,-111.923472888706
49,co,2009,0.388595786773639,UT,40.4013593781217,-111.923472888706
49,co,2010,0.346147940048446,UT,40.4013593781217,-111.923472888706
49,co,2011,0.320885324127234,UT,40.4013593781217,-111.923472888706
49,co,2012,0.308742686983359,UT,40.4013593781217,-111.923472888706
49,co,2013,0.341610765343348,UT,40.4013593781217,-111.923472888706
49,co,2014,0.302443974228305,UT,40.4013593781217,-111.923472888706
49,co,2015,0.28368105828571,UT,40.4013593781217,-111.923472888706
49,no2,1979,18.560033552637,UT,40.4013593781217,-111.923472888706
49,no2,1980,20.1643212700973,UT,40.4013593781217,-111.923472888706
49,no2,1981,21.467248232175,UT,40.4013593781217,-111.923472888706
49,no2,1982,15.377867349292,UT,40.4013593781217,-111.923472888706
49,no2,1983,17.3378913534881,UT,40.4013593781217,-111.923472888706
49,no2,1984,18.752296583743,UT,40.4013593781217,-111.923472888706
49,no2,1985,20.4330494018808,UT,40.4013593781217,-111.923472888706
49,no2,1986,18.8050172034025,UT,40.4013593781217,-111.923472888706
49,no2,1987,16.3049603687868,UT,40.4013593781217,-111.923472888706
49,no2,1988,18.5912134451376,UT,40.4013593781217,-111.923472888706
49,no2,1989,16.7165337172288,UT,40.4013593781217,-111.923472888706
49,no2,1990,13.7785275514177,UT,40.4013593781217,-111.923472888706
49,no2,1991,14.7238614764109,UT,40.4013593781217,-111.923472888706
49,no2,1992,15.1265494606288,UT,40.4013593781217,-111.923472888706
49,no2,1993,17.4133815379403,UT,40.4013593781217,-111.923472888706
49,no2,1994,16.3355092382751,UT,40.4013593781217,-111.923472888706
49,no2,1995,15.7434717280314,UT,40.4013593781217,-111.923472888706
49,no2,1996,15.9426118922423,UT,40.4013593781217,-111.923472888706
49,no2,1997,14.1720872681874,UT,40.4013593781217,-111.923472888706
49,no2,1998,15.6535011404061,UT,40.4013593781217,-111.923472888706
49,no2,1999,16.3702689906277,UT,40.4013593781217,-111.923472888706
49,no2,2000,15.2990319775823,UT,40.4013593781217,-111.923472888706
49,no2,2001,16.5990320360471,UT,40.4013593781217,-111.923472888706
49,no2,2002,17.1424927594672,UT,40.4013593781217,-111.923472888706
49,no2,2003,16.6908538164576,UT,40.4013593781217,-111.923472888706
49,no2,2004,16.1121293748329,UT,40.4013593781217,-111.923472888706
49,no2,2005,15.5902899832374,UT,40.4013593781217,-111.923472888706
49,no2,2006,14.2963745847505,UT,40.4013593781217,-111.923472888706
49,no2,2007,14.4957090550511,UT,40.4013593781217,-111.923472888706
49,no2,2008,13.8133873193928,UT,40.4013593781217,-111.923472888706
49,no2,2009,12.0941196188119,UT,40.4013593781217,-111.923472888706
49,no2,2010,10.8073327567898,UT,40.4013593781217,-111.923472888706
49,no2,2011,11.6257015672179,UT,40.4013593781217,-111.923472888706
49,no2,2012,9.9359841569168,UT,40.4013593781217,-111.923472888706
49,no2,2013,11.2176671501094,UT,40.4013593781217,-111.923472888706
49,no2,2014,9.52154164127306,UT,40.4013593781217,-111.923472888706
49,no2,2015,8.66148493392453,UT,40.4013593781217,-111.923472888706
49,o3,1979,64.2260466478888,UT,40.4013593781217,-111.923472888706
49,o3,1980,56.5092777027626,UT,40.4013593781217,-111.923472888706
49,o3,1981,53.0980895398687,UT,40.4013593781217,-111.923472888706
49,o3,1982,56.3958982800297,UT,40.4013593781217,-111.923472888706
49,o3,1983,52.7446603270397,UT,40.4013593781217,-111.923472888706
49,o3,1984,56.2610797357705,UT,40.4013593781217,-111.923472888706
49,o3,1985,56.6260519894641,UT,40.4013593781217,-111.923472888706
49,o3,1986,58.2186610059029,UT,40.4013593781217,-111.923472888706
49,o3,1987,57.9818999429426,UT,40.4013593781217,-111.923472888706
49,o3,1988,58.8962992625959,UT,40.4013593781217,-111.923472888706
49,o3,1989,53.3953738912798,UT,40.4013593781217,-111.923472888706
49,o3,1990,51.537047868996,UT,40.4013593781217,-111.923472888706
49,o3,1991,53.8976746712689,UT,40.4013593781217,-111.923472888706
49,o3,1992,52.5635241434068,UT,40.4013593781217,-111.923472888706
49,o3,1993,51.6825927660521,UT,40.4013593781217,-111.923472888706
49,o3,1994,58.1492526676761,UT,40.4013593781217,-111.923472888706
49,o3,1995,55.6159846089834,UT,40.4013593781217,-111.923472888706
